,num,joueur
0,,Allan McGregor
1,,Maynor Figueroa
2,,Jake Livermore
3,,James Chester
4,,Shane Long
5,,Liam Rosenior
6,,Ahmed Elmohamady
7,,Curtis Davies
8,,Tom Huddlestone
9,,Nikica Jelavić
10,,David Meyler
