,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2016-08-14,16:00 ,Premier League,Matchweek 1,Sun,Home,L,3,4,Liverpool,51,"60,033",Petr Čech,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/0e815975/Arsenal-Liverpool-August-14-2016-Premier-League,
1,2016-08-20,17:30 ,Premier League,Matchweek 2,Sat,Away,D,0,0,Leicester City,61,"32,008",Laurent Koscielny,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/7dcbb8b3/Leicester-City-Arsenal-August-20-2016-Premier-League,
2,2016-08-27,15:00 ,Premier League,Matchweek 3,Sat,Away,W,3,1,Watford,55,"20,545",Laurent Koscielny,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/b123da8c/Watford-Arsenal-August-27-2016-Premier-League,
3,2016-09-10,15:00 ,Premier League,Matchweek 4,Sat,Home,W,2,1,Southampton,57,"59,962",Laurent Koscielny,4-2-3-1,Robert Madley,https://fbref.com/en/matches/a8053d4d/Arsenal-Southampton-September-10-2016-Premier-League,
5,2016-09-17,15:00 ,Premier League,Matchweek 5,Sat,Away,W,4,1,Hull City,61,"22,536",Laurent Koscielny,4-2-3-1,Roger East,https://fbref.com/en/matches/f2805e6a/Hull-City-Arsenal-September-17-2016-Premier-League,
7,2016-09-24,17:30 ,Premier League,Matchweek 6,Sat,Home,W,3,0,Chelsea,50,"60,028",Laurent Koscielny,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/61b1eca2/North-West-London-Derby-Arsenal-Chelsea-September-24-2016-Premier-League,
9,2016-10-02,16:30 ,Premier League,Matchweek 7,Sun,Away,W,1,0,Burnley,67,"20,982",Laurent Koscielny,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/28458ed0/Burnley-Arsenal-October-2-2016-Premier-League,
10,2016-10-15,15:00 ,Premier League,Matchweek 8,Sat,Home,W,3,2,Swansea City,49,"60,007",Laurent Koscielny,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/90730896/Arsenal-Swansea-City-October-15-2016-Premier-League,
12,2016-10-22,15:00 ,Premier League,Matchweek 9,Sat,Home,D,0,0,Middlesbrough,75,"59,982",Laurent Koscielny,4-2-3-1,Mike Dean,https://fbref.com/en/matches/bdbf5bba/Arsenal-Middlesbrough-October-22-2016-Premier-League,
14,2016-10-29,12:30 ,Premier League,Matchweek 10,Sat,Away,W,4,1,Sunderland,66,"44,322",Laurent Koscielny,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/ed5de6ff/Sunderland-Arsenal-October-29-2016-Premier-League,
16,2016-11-06,12:00 ,Premier League,Matchweek 11,Sun,Home,D,1,1,Tottenham,46,"60,039",Laurent Koscielny,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/61ae4b5a/North-London-Derby-Arsenal-Tottenham-Hotspur-November-6-2016-Premier-League,
17,2016-11-19,12:30 ,Premier League,Matchweek 12,Sat,Away,D,1,1,Manchester Utd,55,"75,264",Laurent Koscielny,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/abb1ca5c/Manchester-United-Arsenal-November-19-2016-Premier-League,
19,2016-11-27,14:15 ,Premier League,Matchweek 13,Sun,Home,W,3,1,Bournemouth,52,"59,978",Laurent Koscielny,4-2-3-1,Mike Jones,https://fbref.com/en/matches/40ece6d2/Arsenal-Bournemouth-November-27-2016-Premier-League,
21,2016-12-03,17:30 ,Premier League,Matchweek 14,Sat,Away,W,5,1,West Ham,50,"56,980",Laurent Koscielny,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/432b5d0c/West-Ham-United-Arsenal-December-3-2016-Premier-League,
23,2016-12-10,15:00 ,Premier League,Matchweek 15,Sat,Home,W,3,1,Stoke City,64,"59,964",Laurent Koscielny,4-2-3-1,Lee Mason,https://fbref.com/en/matches/fec71c04/Arsenal-Stoke-City-December-10-2016-Premier-League,
24,2016-12-13,19:45 ,Premier League,Matchweek 16,Tue,Away,L,1,2,Everton,59,"39,510",Laurent Koscielny,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/058313b0/Everton-Arsenal-December-13-2016-Premier-League,
25,2016-12-18,16:00 ,Premier League,Matchweek 17,Sun,Away,L,1,2,Manchester City,39,"54,409",Laurent Koscielny,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/18115cd0/Manchester-City-Arsenal-December-18-2016-Premier-League,
26,2016-12-26,15:00 ,Premier League,Matchweek 18,Mon,Home,W,1,0,West Brom,76,"59,925",Laurent Koscielny,4-2-3-1,Niel Swarbrick,https://fbref.com/en/matches/32a93ec5/Arsenal-West-Bromwich-Albion-December-26-2016-Premier-League,
27,2017-01-01,16:00 ,Premier League,Matchweek 19,Sun,Home,W,2,0,Crystal Palace,64,"59,975",Laurent Koscielny,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/b0f63c70/Arsenal-Crystal-Palace-January-1-2017-Premier-League,
28,2017-01-03,19:45 ,Premier League,Matchweek 20,Tue,Away,D,3,3,Bournemouth,60,"11,202",Laurent Koscielny,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/f4a549b2/Bournemouth-Arsenal-January-3-2017-Premier-League,
30,2017-01-14,15:00 ,Premier League,Matchweek 21,Sat,Away,W,4,0,Swansea City,57,"20,875",Laurent Koscielny,4-2-3-1,Mike Jones,https://fbref.com/en/matches/1a4da26d/Swansea-City-Arsenal-January-14-2017-Premier-League,
31,2017-01-22,14:15 ,Premier League,Matchweek 22,Sun,Home,W,2,1,Burnley,70,"59,955",Laurent Koscielny,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/ff6cad57/Arsenal-Burnley-January-22-2017-Premier-League,
33,2017-01-31,19:45 ,Premier League,Matchweek 23,Tue,Home,L,1,2,Watford,74,"60,035",Laurent Koscielny,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/eef8e264/Arsenal-Watford-January-31-2017-Premier-League,
34,2017-02-04,12:30 ,Premier League,Matchweek 24,Sat,Away,L,1,3,Chelsea,59,"41,490",Laurent Koscielny,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/748207ea/North-West-London-Derby-Chelsea-Arsenal-February-4-2017-Premier-League,
35,2017-02-11,12:30 ,Premier League,Matchweek 25,Sat,Home,W,2,0,Hull City,49,"59,962",Laurent Koscielny,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/37825164/Arsenal-Hull-City-February-11-2017-Premier-League,
38,2017-03-04,17:30 ,Premier League,Matchweek 27,Sat,Away,L,1,3,Liverpool,48,"53,146",Laurent Koscielny,4-2-3-1,Robert Madley,https://fbref.com/en/matches/f06bb82f/Liverpool-Arsenal-March-4-2017-Premier-League,
41,2017-03-18,12:30 ,Premier League,Matchweek 29,Sat,Away,L,1,3,West Brom,77,"24,065",Laurent Koscielny,4-2-3-1,Niel Swarbrick,https://fbref.com/en/matches/d1bac114/West-Bromwich-Albion-Arsenal-March-18-2017-Premier-League,
42,2017-04-02,16:00 ,Premier League,Matchweek 30,Sun,Home,D,2,2,Manchester City,44,"60,001",Laurent Koscielny,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/283ef914/Arsenal-Manchester-City-April-2-2017-Premier-League,
43,2017-04-05,19:45 ,Premier League,Matchweek 31,Wed,Home,W,3,0,West Ham,66,"59,961",Theo Walcott,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/99d5f0d0/Arsenal-West-Ham-United-April-5-2017-Premier-League,
44,2017-04-10,20:00 ,Premier League,Matchweek 32,Mon,Away,L,0,3,Crystal Palace,72,"25,648",Theo Walcott,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/78f9825c/Crystal-Palace-Arsenal-April-10-2017-Premier-League,
45,2017-04-17,20:00 ,Premier League,Matchweek 33,Mon,Away,W,2,1,Middlesbrough,65,"31,298",Laurent Koscielny,3-4-3,Anthony Taylor,https://fbref.com/en/matches/344116c5/Middlesbrough-Arsenal-April-17-2017-Premier-League,
47,2017-04-26,19:45 ,Premier League,Matchweek 28,Wed,Home,W,1,0,Leicester City,69,"59,829",Laurent Koscielny,3-4-3,Mike Jones,https://fbref.com/en/matches/d0129267/Arsenal-Leicester-City-April-26-2017-Premier-League,
48,2017-04-30,16:30 ,Premier League,Matchweek 35,Sun,Away,L,0,2,Tottenham,49,"31,811",Laurent Koscielny,3-4-3,Michael Oliver,https://fbref.com/en/matches/cdec2a32/North-London-Derby-Tottenham-Hotspur-Arsenal-April-30-2017-Premier-League,
49,2017-05-07,16:00 ,Premier League,Matchweek 36,Sun,Home,W,2,0,Manchester Utd,50,"60,055",Laurent Koscielny,3-4-3,Andre Marriner,https://fbref.com/en/matches/dc6b6f97/Arsenal-Manchester-United-May-7-2017-Premier-League,
50,2017-05-10,19:45 ,Premier League,Matchweek 26,Wed,Away,W,2,0,Southampton,53,"31,474",Petr Čech,3-4-3,Jonathan Moss,https://fbref.com/en/matches/eae4b047/Southampton-Arsenal-May-10-2017-Premier-League,
51,2017-05-13,17:30 ,Premier League,Matchweek 37,Sat,Away,W,4,1,Stoke City,67,"27,535",Laurent Koscielny,3-4-3,Mike Dean,https://fbref.com/en/matches/465be7c9/Stoke-City-Arsenal-May-13-2017-Premier-League,
52,2017-05-16,19:45 ,Premier League,Matchweek 34,Tue,Home,W,2,0,Sunderland,63,"59,510",Petr Čech,3-4-3,Roger East,https://fbref.com/en/matches/d971823a/Arsenal-Sunderland-May-16-2017-Premier-League,
53,2017-05-21,15:00 ,Premier League,Matchweek 38,Sun,Home,W,3,1,Everton,50,"59,976",Laurent Koscielny,3-4-3,Michael Oliver,https://fbref.com/en/matches/5032a8f5/Arsenal-Everton-May-21-2017-Premier-League,
