,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Armando Broja,18.0,al ALB,FW,20-168,80,27,27,0,0,0,0,1,0,0,0,0,0,19,0,2
1,Jack Stephens,5.0,eng ENG,"CB,FW",28-029,10,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
2,Che Adams,10.0,sct SCO,FW,25-227,82,14,14,0,0,0,0,0,0,0,0,0,0,10,0,0
3,Shane Long,7.0,ie IRL,FW,35-034,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4,Mohamed Elyounoussi,24.0,no NOR,"LM,AM",27-205,90,42,42,0,0,1,0,2,0,0,0,0,0,29,0,1
5,Oriol Romeu,6.0,es ESP,CM,30-154,90,72,71,1,1,0,0,0,0,0,0,0,0,65,0,2
6,James Ward-Prowse,8.0,eng ENG,CM,27-116,90,80,65,15,2,1,0,15,0,13,7,5,0,67,0,1
7,Stuart Armstrong,17.0,sct SCO,"RM,AM",29-332,89,60,56,3,1,0,0,2,1,0,0,0,0,53,1,0
8,Moussa Djenepo,19.0,ml MLI,CM,23-255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Kyle Walker-Peters,2.0,eng ENG,"LB,WB",24-318,90,73,57,15,0,1,0,4,15,0,0,0,0,56,1,3
10,Mohammed Salisu,22.0,gh GHA,CB,22-314,90,54,50,4,2,0,0,1,2,0,0,0,0,36,0,2
11,Jan Bednarek,35.0,pl POL,CB,25-319,90,43,42,1,1,0,0,0,0,0,0,0,0,36,0,0
12,Valentino Livramento,21.0,eng ENG,"RB,WB",19-105,90,62,52,10,0,0,0,3,10,0,0,0,0,48,0,0
13,Fraser Forster,44.0,eng ENG,GK,33-345,90,30,23,7,2,0,0,0,0,0,0,0,0,16,0,0
14,14 Players,,,,,990,561,503,56,9,3,0,28,28,13,7,5,0,438,2,11
