,num,joueur
0,,Nigel Reo-Coker
1,,Tim Ream
2,,David Wheater
3,,Kevin Davies
4,,Mark Davies
5,,Sam Ricketts
6,,Chris Eagles
7,,Grétar Steinsson
8,,Darren Pratley
9,,
10,,Jussi Jääskeläinen
