,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Neal Maupay,9.0,fr FRA,FW,25-214,90,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0.0
1,Leandro Trossard,11.0,be BEL,"LW,LM",27-102,90,0,0,0,1,1,1,1,3,2,0,0,0,8,0,0,
2,Solly March,20.0,eng ENG,"RW,RM",27-239,90,0,0,0,1,2,2,4,1,1,0,0,0,2,0,6,0.0
3,Alexis Mac Allister,10.0,ar ARG,"AM,CM",23-082,90,0,0,0,2,2,0,2,0,1,0,0,0,6,1,1,50.0
4,Yves Bissouma,8.0,ml MLI,DM,25-198,61,0,0,0,0,1,0,1,2,0,0,0,0,3,0,0,
5,Danny Welbeck,18.0,eng ENG,FW,31-110,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6,Pascal Groß,13.0,de GER,"DM,CM",30-274,77,0,0,0,1,0,0,8,1,1,0,0,0,5,1,1,50.0
7,Tariq Lamptey,2.0,gh GHA,RB,21-167,13,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
8,Marc Cucurella,3.0,es ESP,LB,23-237,90,0,0,0,3,1,0,2,0,1,0,0,0,5,1,1,50.0
9,Lewis Dunk,5.0,eng ENG,CB,30-115,90,0,0,0,0,0,0,0,0,1,0,0,0,8,1,1,50.0
10,Shane Duffy,24.0,ie IRL,CB,30-074,90,0,0,0,1,1,0,0,2,0,0,0,0,7,5,0,100.0
11,Joël Veltman,34.0,nl NED,RB,30-060,77,1,0,0,1,0,0,3,1,1,0,0,0,5,1,0,100.0
12,Jakub Moder,15.0,pl POL,CM,22-343,13,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,
13,Robert Sánchez,1.0,es ESP,GK,24-118,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
14,14 Players,,,,,990,2,0,0,11,9,3,23,11,10,0,0,0,53,10,11,47.6
