,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Kevin Davies,,eng ENG,FW,33-176,90,1,0,0,,,,1,0,,,,,,,0,,
1,Johan Elmander,,se SWE,FW,29-114,90,0,0,0,,,,0,0,,,,,,,0,,
2,Martin Petrov,,bg BUL,"FW,MF",31-246,82,0,1,0,,,,0,0,,,,,,,0,,
3,Matthew Taylor,,eng ENG,"DF,MF",28-295,8,0,0,0,,,,0,0,,,,,,,0,,
4,Stuart Holden,,us USA,MF,25-048,90,0,0,0,,,,0,0,,,,,,,0,,
5,Fabrice Muamba,,eng ENG,MF,22-165,68,0,0,0,,,,0,0,,,,,,,0,,
6,Mark Davies,,eng ENG,MF,22-212,22,0,0,0,,,,0,0,,,,,,,0,,
7,Lee Chung-yong,,kr KOR,"FW,MF",22-078,90,0,0,0,,,,0,0,,,,,,,0,,
8,Paul Robinson,,eng ENG,DF,31-278,90,0,0,0,,,,0,0,,,,,,,0,,
9,Andy O'Brien,,ie IRL,DF,31-081,17,0,0,0,,,,0,0,,,,,,,0,,
10,Sam Ricketts,,wls WAL,DF,28-342,73,0,0,0,,,,0,0,,,,,,,0,,
11,Zat Knight,,eng ENG,DF,30-139,90,0,0,0,,,,1,0,,,,,,,0,,
12,Grétar Steinsson,,is ISL,DF,28-252,90,0,0,0,,,,0,0,,,,,,,0,,
13,Ádám Bogdán,,hu HUN,GK,22-356,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,1,1,0,,,,2,0,,,,,,,0,,
