,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2019-08-11,14:00 ,Premier League,Matchweek 1,Sun,Home,D,0,0,Wolves,0.7,0.7,69,"32,015",Kasper Schmeichel,4-1-4-1,Andre Marriner,https://fbref.com/en/matches/bf4afd61/Leicester-City-Wolverhampton-Wanderers-August-11-2019-Premier-League,
1,2019-08-18,16:30 ,Premier League,Matchweek 2,Sun,Away,D,1,1,Chelsea,0.8,1.1,50,"40,629",Kasper Schmeichel,4-1-4-1,Oliver Langford,https://fbref.com/en/matches/aebf58b9/Chelsea-Leicester-City-August-18-2019-Premier-League,
2,2019-08-24,15:00 ,Premier League,Matchweek 3,Sat,Away,W,2,1,Sheffield Utd,0.8,0.3,51,"30,079",Kasper Schmeichel,4-3-3,Andy Madley,https://fbref.com/en/matches/48fcf75b/Sheffield-United-Leicester-City-August-24-2019-Premier-League,
4,2019-08-31,15:00 ,Premier League,Matchweek 4,Sat,Home,W,3,1,Bournemouth,2.0,0.6,55,"31,613",Kasper Schmeichel,4-1-4-1,Peter Bankes,https://fbref.com/en/matches/3d899563/Leicester-City-Bournemouth-August-31-2019-Premier-League,
5,2019-09-14,15:00 ,Premier League,Matchweek 5,Sat,Away,L,0,1,Manchester Utd,0.6,1.2,58,"73,689",Kasper Schmeichel,4-1-4-1,Martin Atkinson,https://fbref.com/en/matches/6d0266a1/Manchester-United-Leicester-City-September-14-2019-Premier-League,
6,2019-09-21,12:30 ,Premier League,Matchweek 6,Sat,Home,W,2,1,Tottenham,1.3,1.1,44,"32,129",Kasper Schmeichel,4-1-4-1,Paul Tierney,https://fbref.com/en/matches/e30adc4b/Leicester-City-Tottenham-Hotspur-September-21-2019-Premier-League,
8,2019-09-29,16:30 ,Premier League,Matchweek 7,Sun,Home,W,5,0,Newcastle Utd,1.6,0.1,68,"32,168",Kasper Schmeichel,4-1-4-1,Craig Pawson,https://fbref.com/en/matches/40d77688/Leicester-City-Newcastle-United-September-29-2019-Premier-League,
9,2019-10-05,15:00 ,Premier League,Matchweek 8,Sat,Away,L,1,2,Liverpool,0.1,3.5,49,"53,322",Kasper Schmeichel,4-1-4-1,Chris Kavanagh,https://fbref.com/en/matches/aaed1c4e/Liverpool-Leicester-City-October-5-2019-Premier-League,
10,2019-10-19,15:00 ,Premier League,Matchweek 9,Sat,Home,W,2,1,Burnley,1.0,1.5,63,"32,105",Kasper Schmeichel,4-1-4-1,Jonathan Moss,https://fbref.com/en/matches/3529c097/Leicester-City-Burnley-October-19-2019-Premier-League,
11,2019-10-25,20:00 ,Premier League,Matchweek 10,Fri,Away,W,9,0,Southampton,4.6,0.3,72,"28,762",Kasper Schmeichel,4-1-4-1,Andre Marriner,https://fbref.com/en/matches/3e9712d7/Southampton-Leicester-City-October-25-2019-Premier-League,
13,2019-11-03,14:00 ,Premier League,Matchweek 11,Sun,Away,W,2,0,Crystal Palace,1.1,0.5,55,"25,480",Kasper Schmeichel,4-1-4-1,Paul Tierney,https://fbref.com/en/matches/25d28387/Crystal-Palace-Leicester-City-November-3-2019-Premier-League,
14,2019-11-09,17:30 ,Premier League,Matchweek 12,Sat,Home,W,2,0,Arsenal,1.2,1.0,51,"32,209",Kasper Schmeichel,4-1-4-1,Chris Kavanagh,https://fbref.com/en/matches/8e13e609/Leicester-City-Arsenal-November-9-2019-Premier-League,
15,2019-11-23,15:00 ,Premier League,Matchweek 13,Sat,Away,W,2,0,Brighton,3.6,0.6,47,"30,640",Kasper Schmeichel,4-1-4-1,Mike Dean,https://fbref.com/en/matches/d0f6bac9/Brighton-and-Hove-Albion-Leicester-City-November-23-2019-Premier-League,
16,2019-12-01,16:30 ,Premier League,Matchweek 14,Sun,Home,W,2,1,Everton,2.2,1.1,68,"32,144",Kasper Schmeichel,4-1-4-1,Graham Scott,https://fbref.com/en/matches/aa2284c2/Leicester-City-Everton-December-1-2019-Premier-League,
17,2019-12-04,19:30 ,Premier League,Matchweek 15,Wed,Home,W,2,0,Watford,2.4,0.2,62,"31,763",Kasper Schmeichel,4-1-4-1,Craig Pawson,https://fbref.com/en/matches/8b04b0d5/Leicester-City-Watford-December-4-2019-Premier-League,
18,2019-12-08,14:00 ,Premier League,Matchweek 16,Sun,Away,W,4,1,Aston Villa,4.6,1.2,59,"41,908",Kasper Schmeichel,4-1-2-1-2◆,Michael Oliver,https://fbref.com/en/matches/559e812a/Aston-Villa-Leicester-City-December-8-2019-Premier-League,
19,2019-12-14,15:00 ,Premier League,Matchweek 17,Sat,Home,D,1,1,Norwich City,1.1,1.1,57,"32,101",Kasper Schmeichel,4-1-2-1-2◆,Andy Madley,https://fbref.com/en/matches/3b2eb152/Leicester-City-Norwich-City-December-14-2019-Premier-League,
21,2019-12-21,17:30 ,Premier League,Matchweek 18,Sat,Away,L,1,3,Manchester City,1.1,3.3,38,"54,415",Kasper Schmeichel,4-1-4-1,Mike Dean,https://fbref.com/en/matches/733c0243/Manchester-City-Leicester-City-December-21-2019-Premier-League,
22,2019-12-26,20:00 ,Premier League,Matchweek 19,Thu,Home,L,0,4,Liverpool,0.1,3.2,41,"32,211",Kasper Schmeichel,4-1-4-1,Michael Oliver,https://fbref.com/en/matches/4b8063da/Leicester-City-Liverpool-December-26-2019-Premier-League,
23,2019-12-28,17:30 ,Premier League,Matchweek 20,Sat,Away,W,2,1,West Ham,2.5,1.0,57,"59,919",Wes Morgan,4-4-1-1,David Coote,https://fbref.com/en/matches/1f2bd890/West-Ham-United-Leicester-City-December-28-2019-Premier-League,
24,2020-01-01,15:00 ,Premier League,Matchweek 21,Wed,Away,W,3,0,Newcastle Utd,2.6,0.7,76,"52,178",Kasper Schmeichel,3-1-4-2,Martin Atkinson,https://fbref.com/en/matches/a7902bb1/Newcastle-United-Leicester-City-January-1-2020-Premier-League,
27,2020-01-11,15:00 ,Premier League,Matchweek 22,Sat,Home,L,1,2,Southampton,0.7,2.1,58,"32,115",Kasper Schmeichel,4-1-4-1,Lee Mason,https://fbref.com/en/matches/bf752bf7/Leicester-City-Southampton-January-11-2020-Premier-League,
28,2020-01-19,14:00 ,Premier League,Matchweek 23,Sun,Away,L,1,2,Burnley,2.5,1.4,55,"19,788",Kasper Schmeichel,4-1-4-1,Anthony Taylor,https://fbref.com/en/matches/bd102a2b/Burnley-Leicester-City-January-19-2020-Premier-League,
29,2020-01-22,19:30 ,Premier League,Matchweek 24,Wed,Home,W,4,1,West Ham,2.8,1.6,67,"31,968",Kasper Schmeichel,4-1-4-1,David Coote,https://fbref.com/en/matches/354b03ac/Leicester-City-West-Ham-United-January-22-2020-Premier-League,
32,2020-02-01,12:30 ,Premier League,Matchweek 25,Sat,Home,D,2,2,Chelsea,1.4,0.6,49,"32,186",Kasper Schmeichel,4-1-4-1,Lee Mason,https://fbref.com/en/matches/270dc7ba/Leicester-City-Chelsea-February-1-2020-Premier-League,
33,2020-02-14,20:00 ,Premier League,Matchweek 26,Fri,Away,D,0,0,Wolves,0.7,1.0,58,"31,682",Kasper Schmeichel,4-1-4-1,Mike Dean,https://fbref.com/en/matches/a11273b7/Wolverhampton-Wanderers-Leicester-City-February-14-2020-Premier-League,
34,2020-02-22,17:30 ,Premier League,Matchweek 27,Sat,Home,L,0,1,Manchester City,0.8,2.4,33,"32,068",Kasper Schmeichel,3-5-2,Paul Tierney,https://fbref.com/en/matches/4f00e03a/Leicester-City-Manchester-City-February-22-2020-Premier-League,
35,2020-02-28,20:00 ,Premier League,Matchweek 28,Fri,Away,L,0,1,Norwich City,1.3,0.6,57,"27,010",Kasper Schmeichel,4-1-4-1,Craig Pawson,https://fbref.com/en/matches/8edf3e12/Norwich-City-Leicester-City-February-28-2020-Premier-League,
37,2020-03-09,20:00 ,Premier League,Matchweek 29,Mon,Home,W,4,0,Aston Villa,2.1,0.5,64,"32,125",Kasper Schmeichel,4-1-4-1,Michael Oliver,https://fbref.com/en/matches/76f492dc/Leicester-City-Aston-Villa-March-9-2020-Premier-League,
38,2020-06-20,12:30 ,Premier League,Matchweek 30,Sat,Away,D,1,1,Watford,1.0,1.3,67,,Kasper Schmeichel,4-1-4-1,Craig Pawson,https://fbref.com/en/matches/e5f403c2/Watford-Leicester-City-June-20-2020-Premier-League,
39,2020-06-23,18:00 ,Premier League,Matchweek 31,Tue,Home,D,0,0,Brighton,0.6,1.1,66,,Kasper Schmeichel,4-4-2,Lee Mason,https://fbref.com/en/matches/481a9a3a/Leicester-City-Brighton-and-Hove-Albion-June-23-2020-Premier-League,
41,2020-07-01,18:00 ,Premier League,Matchweek 32,Wed,Away,L,1,2,Everton,1.8,1.2,65,,Kasper Schmeichel,4-1-4-1,David Coote,https://fbref.com/en/matches/c2c7ebbf/Everton-Leicester-City-July-1-2020-Premier-League,
42,2020-07-04,15:00 ,Premier League,Matchweek 33,Sat,Home,W,3,0,Crystal Palace,2.8,0.8,52,,Kasper Schmeichel,3-4-1-2,Jonathan Moss,https://fbref.com/en/matches/88e800c1/Leicester-City-Crystal-Palace-July-4-2020-Premier-League,
43,2020-07-07,20:15 ,Premier League,Matchweek 34,Tue,Away,D,1,1,Arsenal,0.9,1.1,61,,Kasper Schmeichel,3-4-3,Chris Kavanagh,https://fbref.com/en/matches/a26b0a22/Arsenal-Leicester-City-July-7-2020-Premier-League,
44,2020-07-12,19:00 ,Premier League,Matchweek 35,Sun,Away,L,1,4,Bournemouth,1.5,2.5,56,,Kasper Schmeichel,3-4-1-2,Stuart Attwell,https://fbref.com/en/matches/d2adf574/Bournemouth-Leicester-City-July-12-2020-Premier-League,
45,2020-07-16,18:00 ,Premier League,Matchweek 36,Thu,Home,W,2,0,Sheffield Utd,2.6,0.7,54,,Wes Morgan,3-4-3,Michael Oliver,https://fbref.com/en/matches/0903cee0/Leicester-City-Sheffield-United-July-16-2020-Premier-League,
46,2020-07-19,16:00 ,Premier League,Matchweek 37,Sun,Away,L,0,3,Tottenham,1.7,0.8,70,,Wes Morgan,3-4-3,Anthony Taylor,https://fbref.com/en/matches/d4ce66f6/Tottenham-Hotspur-Leicester-City-July-19-2020-Premier-League,
47,2020-07-26,16:00 ,Premier League,Matchweek 38,Sun,Home,L,0,2,Manchester Utd,0.8,1.3,46,,Wes Morgan,3-5-2,Martin Atkinson,https://fbref.com/en/matches/3873cc78/Leicester-City-Manchester-United-July-26-2020-Premier-League,
