,num,joueur
0,,Pablo Zabaleta
1,,Gareth Barry
2,,Nigel de Jong
3,,Carlos Tevez
4,,Yaya Touré
5,,Vincent Kompany
6,,David Silva
7,,Jô
8,,Aleksandar Kolarov
9,,
10,,Shay Given
