,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Alexandre Lacazette,9.0,fr FRA,FW,26-220,79,0,0,0,0,3,3,0,0,37,1,1,1,0.5,0.5,0.0,1,0,19,26,73.1,5,24,0,0,0
1,Danny Welbeck,23.0,eng ENG,"FW,AM",27-038,11,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0,0,3,4,75.0,0,3,1,1,1
2,Alexis Sánchez,7.0,cl CHI,"AM,FW",29-015,90,0,0,0,0,4,1,0,0,55,0,0,0,0.3,0.3,0.1,3,0,34,48,70.8,6,37,3,1,1
3,Mesut Özil,11.0,de GER,AM,29-080,90,0,0,0,0,1,0,1,0,101,0,1,2,0.0,0.0,0.2,9,1,78,93,83.9,18,61,14,3,2
4,Jack Wilshere,10.0,eng ENG,CM,26-002,90,1,0,0,0,1,1,1,0,72,0,0,0,0.1,0.1,0.0,3,1,57,67,85.1,12,39,3,2,2
5,Granit Xhaka,29.0,ch SUI,CM,25-098,90,0,0,0,0,2,0,0,0,96,3,1,1,0.1,0.1,0.0,3,0,70,81,86.4,16,48,1,4,1
6,Ainsley Maitland-Niles,30.0,eng ENG,WB,20-127,90,0,0,0,0,0,0,0,0,72,6,0,1,0.0,0.0,0.1,3,0,47,56,83.9,4,36,2,4,3
7,Héctor Bellerín,24.0,es ESP,WB,22-290,90,1,0,0,0,2,1,0,0,68,3,0,1,0.1,0.1,0.0,3,0,44,55,80.0,3,30,2,3,2
8,Rob Holding,16.0,eng ENG,CB,22-105,90,0,0,0,0,0,0,1,0,64,1,5,2,0.0,0.0,0.0,0,0,53,55,96.4,4,32,2,1,1
9,Shkodran Mustafi,20.0,de GER,CB,25-261,90,0,0,0,0,1,0,0,0,71,1,7,1,0.0,0.0,0.0,0,0,50,61,82.0,2,33,2,0,0
10,Calum Chambers,21.0,eng ENG,CB,22-348,87,0,0,0,0,0,0,0,0,72,1,0,0,0.0,0.0,0.0,1,0,52,60,86.7,10,37,0,1,0
11,Theo Walcott,14.0,eng ENG,CB,28-293,3,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,0,0
12,Petr Čech,33.0,cz CZE,GK,35-228,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,27,30,90.0,0,10,0,0,0
13,13 Players,,,,,990,2,0,0,0,14,6,3,0,749,16,16,9,1.2,1.2,0.4,26,2,534,637,83.8,80,391,30,20,13
