,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Chris Wood,9.0,nz NZL,FW,29-086,90,0,0,0,3,1,2,0,0,1,0,0,0,4,5,8,38.5
1,Matěj Vydra,27.0,cz CZE,FW,28-306,89,0,0,0,1,2,1,0,0,0,0,0,0,2,1,3,25.0
2,Jay Rodriguez,19.0,eng ENG,FW,31-217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,Dwight McNeil,11.0,eng ENG,LM,21-101,90,0,0,0,0,1,0,9,2,0,0,0,0,4,0,0,
4,Jack Cork,4.0,eng ENG,CM,31-251,90,0,0,0,0,1,0,0,1,1,0,0,0,8,2,1,66.7
5,Ashley Westwood,18.0,eng ENG,CM,30-336,90,0,0,0,0,1,0,4,2,0,0,0,0,4,0,2,0.0
6,Josh Brownhill,8.0,eng ENG,RM,25-074,90,0,0,0,1,0,0,1,1,0,0,0,0,7,3,1,75.0
7,Charlie Taylor,3.0,eng ENG,LB,27-166,90,0,0,0,0,2,0,4,0,1,0,0,0,3,1,0,100.0
8,Ben Mee,6.0,eng ENG,CB,31-163,90,0,0,0,1,1,0,0,0,0,0,0,0,6,7,2,77.8
9,James Tarkowski,5.0,eng ENG,CB,28-104,90,0,0,0,0,1,0,0,2,1,0,0,0,5,5,3,62.5
10,Matthew Lowton,2.0,eng ENG,RB,31-267,90,0,0,0,0,1,0,5,1,0,0,0,0,6,0,0,
11,Nick Pope,1.0,eng ENG,GK,28-318,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,12 Players,,,,,990,0,0,0,6,11,3,23,9,4,0,0,0,49,24,20,54.5
