,num,joueur
0,5,James Chester
1,7,David Meyler
2,8,Tom Huddlestone
3,14,Jake Livermore
4,17,Mohamed Diamé
5,18,Nikica Jelavić
6,21,Michael Dawson
7,27,Ahmed Elmohamady
8,29,Stephen Quinn
9,,
10,16,Eldin Jakupović
