,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Richarlison,7.0,br BRA,FW,24-181,90,1,0,0,3,2,0,0,2,0,0,0,0,3,2,4,33.3
1,Andros Townsend,14.0,eng ENG,FW,30-114,90,0,0,0,0,6,0,5,1,0,0,0,0,6,0,1,0.0
2,Demarai Gray,11.0,jm JAM,LM,25-132,89,0,0,0,0,1,0,4,1,3,0,0,0,3,0,2,0.0
3,Jean-Philippe Gbamin,25.0,ci CIV,LM,26-043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
4,Allan,6.0,br BRA,CM,30-303,81,0,0,0,2,0,0,0,0,3,0,0,0,5,1,0,100.0
5,Mason Holgate,4.0,eng ENG,CM,25-016,8,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,
6,Fabian Delph,8.0,eng ENG,CM,31-351,59,1,0,0,1,1,0,1,2,3,0,0,0,6,0,0,
7,Tom Davies,26.0,eng ENG,CM,23-130,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
8,Anthony Gordon,24.0,eng ENG,RM,20-256,90,0,0,0,2,3,1,1,0,2,0,0,0,1,0,6,0.0
9,Lucas Digne,12.0,fr FRA,LB,28-110,90,0,0,0,1,1,0,3,1,0,0,0,0,5,0,1,0.0
10,Michael Keane,5.0,eng ENG,CB,28-300,90,0,0,0,1,0,0,0,5,0,0,0,0,10,1,2,33.3
11,Ben Godfrey,22.0,eng ENG,CB,23-296,90,0,0,0,1,1,0,0,1,0,0,0,0,5,0,2,0.0
12,Séamus Coleman,23.0,ie IRL,RB,33-027,90,0,0,0,0,1,0,1,1,2,0,0,0,7,0,1,0.0
13,Jordan Pickford,1.0,eng ENG,GK,27-245,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,14 Players,,,,,989,2,1,0,13,17,1,15,15,13,0,0,0,51,5,19,20.8
