,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Marouane Chamakh,,ma MAR,FW,26-223,90,1,0,0,,,,0,0,,,,,,,0,,
1,Andrey Arshavin,,ru RUS,"FW,MF",29-084,61,1,1,1,,,,0,0,,,,,,,0,,
2,Robin van Persie,,nl NED,FW,27-015,29,0,1,0,,,,0,0,,,,,,,0,,
3,Theo Walcott,,eng ENG,"FW,MF",21-158,65,3,0,0,,,,0,0,,,,,,,0,,
4,Carlos Vela,,mx MEX,"FW,MF",21-173,25,0,0,0,,,,0,0,,,,,,,0,,
5,Jack Wilshere,,eng ENG,MF,18-232,90,0,1,0,,,,0,0,,,,,,,0,,
6,Abou Diaby,,fr FRA,MF,24-102,61,1,1,0,,,,0,0,,,,,,,0,,
7,Cesc Fàbregas,,es ESP,"FW,MF",23-109,29,0,0,0,,,,0,0,,,,,,,0,,
8,Tomáš Rosický,,cz CZE,MF,29-321,90,0,0,0,,,,0,0,,,,,,,0,,
9,Gaël Clichy,,fr FRA,DF,25-026,90,0,0,0,,,,0,0,,,,,,,0,,
10,Thomas Vermaelen,,be BEL,DF,24-280,90,0,0,0,,,,0,0,,,,,,,0,,
11,Alexandre Song,,cm CMR,"DF,MF",22-346,90,0,0,0,,,,0,0,,,,,,,0,,
12,Bacary Sagna,,fr FRA,DF,27-188,90,0,1,0,,,,0,0,,,,,,,0,,
13,Manuel Almunia,,es ESP,GK,33-094,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,6,5,1,,,,0,0,,,,,,,0,,
