,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Callum Wilson,13.0,eng ENG,FW,26-060,63,7,13,53.8,88,12,4,5,80.0,3,6,50.0,0,0,,0,0.0,0.0,0,1,0,0,1
1,Jermain Defoe,18.0,eng ENG,FW,35-203,27,1,2,50.0,13,1,1,2,50.0,0,0,,0,0,,0,0.1,0.0,1,0,0,0,0
2,Joshua King,17.0,no NOR,"LW,RW",26-103,90,17,27,63.0,250,69,11,18,61.1,5,7,71.4,1,1,100.0,0,0.0,0.1,1,2,1,0,2
3,Lys Mousset,31.0,fr FRA,RW,22-079,63,17,27,63.0,266,97,11,18,61.1,5,6,83.3,1,2,50.0,0,0.2,0.0,2,5,0,0,3
4,Jordon Ibe,33.0,eng ENG,"LW,RW",22-141,27,12,16,75.0,210,42,6,9,66.7,5,5,100.0,1,2,50.0,0,0.0,0.0,0,0,1,0,2
5,Charlie Daniels,11.0,eng ENG,LM,31-233,90,45,57,78.9,754,192,22,26,84.6,20,25,80.0,2,4,50.0,0,0.1,0.0,2,3,0,0,3
6,Dan Gosling,4.0,eng ENG,CM,28-086,71,47,59,79.7,854,317,21,23,91.3,22,28,78.6,4,5,80.0,0,0.0,0.0,0,9,0,0,12
7,Andrew Surman,6.0,eng ENG,CM,31-251,19,16,18,88.9,354,112,4,5,80.0,9,10,90.0,3,3,100.0,0,0.1,0.0,2,1,1,0,5
8,Lewis Cook,16.0,eng ENG,CM,21-084,90,58,71,81.7,1269,464,24,29,82.8,19,22,86.4,14,19,73.7,0,0.0,0.1,0,7,1,0,8
9,Ryan Fraser,24.0,sct SCO,RM,24-063,90,31,50,62.0,601,148,13,20,65.0,14,19,73.7,4,10,40.0,0,0.1,0.1,1,3,1,1,3
10,Nathan Aké,5.0,nl NED,CB,23-069,90,48,55,87.3,834,445,21,25,84.0,24,25,96.0,3,5,60.0,0,0.0,0.1,0,5,0,0,4
11,Steve Cook,3.0,eng ENG,CB,27-009,90,40,55,72.7,832,328,7,10,70.0,30,38,78.9,3,7,42.9,0,0.0,0.1,0,2,0,0,3
12,Simon Francis,2.0,eng ENG,CB,33-071,90,69,90,76.7,1234,606,31,37,83.8,31,36,86.1,7,14,50.0,1,0.1,0.1,1,3,1,1,3
13,Asmir Begović,27.0,ba BIH,GK,30-312,90,26,29,89.7,729,505,0,0,,18,18,100.0,8,10,80.0,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,434,569,76.3,8288,3338,176,227,77.5,205,245,83.7,51,82,62.2,1,0.6,0.7,10,41,6,2,49
