,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Teemu Pukki,22.0,fi FIN,FW,31-289,90,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,1,0
1,Milot Rashica,17.0,xk KVX,LW,25-198,71,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
2,Christos Tzolis,18.0,gr GRE,LW,19-347,19,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
3,Przemysław Płacheta,11.0,pl POL,RW,23-295,64,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0
4,Kieran Dowell,10.0,eng ENG,RW,24-094,26,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
5,Adam Idah,35.0,ie IRL,AM,20-335,74,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
6,Jon Rowe,46.0,eng ENG,AM,18-257,16,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,1,0
7,Kenny McLean,23.0,sct SCO,DM,30-004,90,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,1,0
8,Pierre Lees-Melou,20.0,fr FRA,DM,28-232,90,3,2,3,0,0,2,5,40.0,3,1,1,0,3,6,2,0
9,Brandon Williams,21.0,eng ENG,LB,21-131,90,0,0,0,0,0,0,1,0.0,1,2,1,1,2,2,3,0
10,Ben Gibson,4.0,eng ENG,CB,28-362,90,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,3,0
11,Grant Hanley,5.0,sct SCO,CB,30-053,90,0,0,0,0,0,0,1,0.0,1,0,0,0,5,5,2,0
12,Max Aarons,2.0,eng ENG,RB,22-008,90,6,5,6,0,0,2,2,100.0,0,2,1,1,1,7,2,0
13,Tim Krul,1.0,nl NED,GK,33-284,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,15,12,13,2,0,8,19,42.1,11,8,3,5,12,27,16,0
