,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Tammy Abraham,9.0,eng ENG,FW,23-085,90,1,0,0,0,3,1,0,0,28,0,0,0,0.8,0.8,0.0,2,0,14,18,77.8,0,18,0,2,0
1,Timo Werner,11.0,de GER,LW,24-295,45,0,0,0,0,2,0,0,0,21,1,1,0,0.1,0.1,0.0,1,0,8,14,57.1,0,9,2,0,0
2,Callum Hudson-Odoi,20.0,eng ENG,RW,20-049,45,0,1,0,0,1,0,0,0,40,0,1,0,0.0,0.0,0.8,3,2,28,35,80.0,5,30,7,4,2
3,Christian Pulisic,10.0,us USA,"LW,RW",22-099,90,0,0,0,0,3,1,0,0,42,0,1,1,0.2,0.2,0.3,8,0,26,30,86.7,7,30,8,9,6
4,Mason Mount,19.0,eng ENG,LM,21-351,90,0,0,0,0,3,0,0,0,74,0,0,2,0.1,0.1,0.2,7,0,47,60,78.3,5,40,3,3,1
5,N'Golo Kanté,7.0,fr FRA,CM,29-272,73,0,0,0,0,0,0,0,0,59,3,4,3,0.0,0.0,0.1,4,0,37,46,80.4,5,30,3,0,0
6,Kai Havertz,29.0,de GER,CM,21-198,17,0,0,0,0,0,0,0,0,15,1,0,1,0.0,0.0,0.0,2,0,7,8,87.5,1,5,0,2,0
7,Mateo Kovačić,17.0,hr CRO,RM,26-234,45,0,0,0,0,0,0,0,0,22,1,0,0,0.0,0.0,0.0,0,0,18,18,100.0,1,16,0,1,0
8,Jorginho,5.0,it ITA,RM,29-006,45,0,0,0,1,0,0,0,0,39,0,1,1,0.8,0.0,0.0,2,0,33,35,94.3,4,27,3,0,0
9,Ben Chilwell,21.0,eng ENG,LB,24-005,90,0,0,0,0,0,0,0,0,59,1,1,3,0.0,0.0,0.0,0,0,35,50,70.0,4,32,1,0,0
10,Thiago Silva,6.0,br BRA,CB,36-095,90,0,0,0,0,2,0,1,0,65,2,1,1,0.3,0.3,0.0,0,0,47,53,88.7,2,42,0,0,0
11,Kurt Zouma,15.0,fr FRA,CB,26-060,90,0,0,0,0,3,0,0,0,84,1,1,0,0.2,0.2,0.0,1,0,62,73,84.9,2,57,1,0,0
12,Reece James,24.0,eng ENG,RB,21-018,90,0,0,0,0,1,0,0,0,88,0,3,1,0.0,0.0,0.1,3,0,61,77,79.2,10,61,2,0,0
13,Edouard Mendy,16.0,sn SEN,GK,28-300,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,29,39,74.4,0,27,0,0,0
14,14 Players,,,,,990,1,1,0,1,18,2,1,0,679,10,14,13,2.6,1.8,1.6,33,2,452,556,81.3,46,424,30,21,9
