,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Jamie Vardy,9.0,eng ENG,FW,32-107,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1,James Maddison,10.0,eng ENG,"CM,LM",22-156,90,2,1,1,1,0,0,1,0.0,1,0,0,0,0,2,0,0
2,Hamza Choudhury,38.0,eng ENG,"CM,DM",21-209,78,3,1,0,3,0,2,2,100.0,0,3,0,3,2,5,0,0
3,Nampalys Mendy,24.0,sn SEN,DM,26-309,12,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0
4,Youri Tielemans,21.0,be BEL,CM,21-356,90,1,1,1,0,0,1,4,25.0,3,1,0,1,1,2,1,0
5,Marc Albrighton,11.0,eng ENG,RM,29-161,85,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
6,Demarai Gray,7.0,jm JAM,LM,22-304,5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
7,Wilfred Ndidi,25.0,ng NGA,DM,22-133,45,5,4,2,3,0,4,5,80.0,1,0,0,0,2,7,1,0
8,Harvey Barnes,19.0,eng ENG,"LM,RM",21-140,45,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0
9,Ben Chilwell,3.0,eng ENG,LB,22-128,90,3,1,3,0,0,3,3,100.0,0,2,0,2,0,3,6,0
10,Harry Maguire,15.0,eng ENG,CB,26-054,90,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,11,0
11,Jonny Evans,6.0,nir NIR,CB,31-115,90,0,0,0,0,0,0,0,,0,2,2,0,3,3,5,0
12,Ricardo Pereira,14.0,pt POR,RB,25-204,90,1,0,0,0,1,1,2,50.0,1,2,0,2,0,1,3,0
13,Kasper Schmeichel,1.0,dk DEN,GK,32-174,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,19,10,9,9,1,11,18,61.1,7,12,2,10,8,27,28,0
