,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2011-08-13,,Premier League,Matchweek 1,Sat,Away,D,1,1,Wigan Athletic,,"17,454",,4-1-2-1-2◆,Stuart Attwell,https://fbref.com/en/matches/37865423/Wigan-Athletic-Norwich-City-August-13-2011-Premier-League,
1,2011-08-21,,Premier League,Matchweek 2,Sun,Home,D,1,1,Stoke City,,"26,272",,4-1-2-1-2◆,Neil Swarbrick,https://fbref.com/en/matches/cdf019bc/Norwich-City-Stoke-City-August-21-2011-Premier-League,
2,2011-08-27,,Premier League,Matchweek 3,Sat,Away,L,1,3,Chelsea,,"41,765",,5-3-2,Mike Jones,https://fbref.com/en/matches/67471b0c/Chelsea-Norwich-City-August-27-2011-Premier-League,
3,2011-09-11,,Premier League,Matchweek 4,Sun,Home,L,0,1,West Brom,,"26,158",,4-4-2,Mark Halsey,https://fbref.com/en/matches/8692152f/Norwich-City-West-Bromwich-Albion-September-11-2011-Premier-League,
4,2011-09-17,,Premier League,Matchweek 5,Sat,Away,W,2,1,Bolton,,"21,223",,4-5-1,Howard Webb,https://fbref.com/en/matches/cab7d1d9/Bolton-Wanderers-Norwich-City-September-17-2011-Premier-League,
5,2011-09-26,,Premier League,Matchweek 6,Mon,Home,W,2,1,Sunderland,,"26,107",,4-5-1,Chris Foy,https://fbref.com/en/matches/afc8d288/Norwich-City-Sunderland-September-26-2011-Premier-League,
6,2011-10-01,,Premier League,Matchweek 7,Sat,Away,L,0,2,Manchester Utd,,"75,514",,4-5-1,Stuart Attwell,https://fbref.com/en/matches/9a618eb3/Manchester-United-Norwich-City-October-1-2011-Premier-League,
7,2011-10-15,,Premier League,Matchweek 8,Sat,Home,W,3,1,Swansea City,,"26,567",,4-5-1,Jon Moss,https://fbref.com/en/matches/5b0930b2/Norwich-City-Swansea-City-October-15-2011-Premier-League,
8,2011-10-22,,Premier League,Matchweek 9,Sat,Away,D,1,1,Liverpool,,"44,931",,4-5-1,Peter Walton,https://fbref.com/en/matches/19082d2c/Liverpool-Norwich-City-October-22-2011-Premier-League,
9,2011-10-29,,Premier League,Matchweek 10,Sat,Home,D,3,3,Blackburn,,"26,440",,4-4-1-1,Anthony Taylor,https://fbref.com/en/matches/d47ceaf9/Norwich-City-Blackburn-Rovers-October-29-2011-Premier-League,
10,2011-11-05,,Premier League,Matchweek 11,Sat,Away,L,2,3,Aston Villa,,"35,290",,4-4-2,Kevin Friend,https://fbref.com/en/matches/3c8f35f3/Aston-Villa-Norwich-City-November-5-2011-Premier-League,
11,2011-11-19,,Premier League,Matchweek 12,Sat,Home,L,1,2,Arsenal,,"26,801",,4-1-4-1,Phil Dowd,https://fbref.com/en/matches/6f46e9ba/Norwich-City-Arsenal-November-19-2011-Premier-League,
12,2011-11-26,,Premier League,Matchweek 13,Sat,Home,W,2,1,QPR,,"26,781",,4-4-2,Mark Clattenburg,https://fbref.com/en/matches/3265b1e8/Norwich-City-Queens-Park-Rangers-November-26-2011-Premier-League,
13,2011-12-03,,Premier League,Matchweek 14,Sat,Away,L,1,5,Manchester City,,"47,201",,4-4-1-1,Howard Webb,https://fbref.com/en/matches/e497416d/Manchester-City-Norwich-City-December-3-2011-Premier-League,
14,2011-12-10,,Premier League,Matchweek 15,Sat,Home,W,4,2,Newcastle Utd,,"26,816",,4-4-2,Martin Atkinson,https://fbref.com/en/matches/406163f7/Norwich-City-Newcastle-United-December-10-2011-Premier-League,
15,2011-12-17,,Premier League,Matchweek 16,Sat,Away,D,1,1,Everton,,"31,004",,4-4-1-1,Lee Probert,https://fbref.com/en/matches/d0a987ef/Everton-Norwich-City-December-17-2011-Premier-League,
16,2011-12-20,,Premier League,Matchweek 17,Tue,Away,D,2,2,Wolves,,"27,067",,4-4-2,Chris Foy,https://fbref.com/en/matches/80a93786/Wolverhampton-Wanderers-Norwich-City-December-20-2011-Premier-League,
17,2011-12-27,,Premier League,Matchweek 18,Tue,Home,L,0,2,Tottenham,,"26,807",,4-4-1-1,Michael Oliver,https://fbref.com/en/matches/2fe34b44/Norwich-City-Tottenham-Hotspur-December-27-2011-Premier-League,
18,2011-12-31,,Premier League,Matchweek 19,Sat,Home,D,1,1,Fulham,,"26,406",,4-4-1-1,Howard Webb,https://fbref.com/en/matches/a71ee218/Norwich-City-Fulham-December-31-2011-Premier-League,
19,2012-01-02,,Premier League,Matchweek 20,Mon,Away,W,2,1,QPR,,"18,033",,4-4-2,Neil Swarbrick,https://fbref.com/en/matches/c54c3046/Queens-Park-Rangers-Norwich-City-January-2-2012-Premier-League,
20,2012-01-14,,Premier League,Matchweek 21,Sat,Away,W,2,1,West Brom,,"22,474",,4-4-2,Mike Dean,https://fbref.com/en/matches/6f30b4b6/West-Bromwich-Albion-Norwich-City-January-14-2012-Premier-League,
21,2012-01-21,,Premier League,Matchweek 22,Sat,Home,D,0,0,Chelsea,,"26,792",,4-4-2,Mark Clattenburg,https://fbref.com/en/matches/7cef68ec/Norwich-City-Chelsea-January-21-2012-Premier-League,
22,2012-02-01,,Premier League,Matchweek 23,Wed,Away,L,0,3,Sunderland,,"34,476",,4-4-2,Lee Mason,https://fbref.com/en/matches/29f33740/Sunderland-Norwich-City-February-1-2012-Premier-League,
23,2012-02-04,,Premier League,Matchweek 24,Sat,Home,W,2,0,Bolton,,"26,358",,4-4-2,Lee Probert,https://fbref.com/en/matches/52a0b392/Norwich-City-Bolton-Wanderers-February-4-2012-Premier-League,
24,2012-02-11,,Premier League,Matchweek 25,Sat,Away,W,3,2,Swansea City,,"19,927",,4-4-2,Martin Atkinson,https://fbref.com/en/matches/9712b440/Swansea-City-Norwich-City-February-11-2012-Premier-League,
25,2012-02-26,,Premier League,Matchweek 26,Sun,Home,L,1,2,Manchester Utd,,"26,811",,4-4-2,Andre Marriner,https://fbref.com/en/matches/06abd5ec/Norwich-City-Manchester-United-February-26-2012-Premier-League,
26,2012-03-03,,Premier League,Matchweek 27,Sat,Away,L,0,1,Stoke City,,"27,483",,4-5-1,Michael Oliver,https://fbref.com/en/matches/b08c1fdb/Stoke-City-Norwich-City-March-3-2012-Premier-League,
