,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Raúl Jiménez,9.0,mx MEX,FW,31-115,90,0,0,0,0,3,2,1,0,0,0,0,0,1,0,3,0.0
1,Pedro Neto,7.0,pt POR,LW,22-172,83,1,0,0,2,1,0,3,0,0,0,0,0,6,0,1,0.0
2,Hwang Hee-chan,11.0,kr KOR,LW,26-214,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
3,Gonçalo Guedes,17.0,pt POR,RW,25-272,82,0,0,0,2,0,1,3,0,2,0,0,0,4,0,1,0.0
4,Daniel Podence,10.0,pt POR,RW,26-311,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
5,João Moutinho,28.0,pt POR,LM,35-354,89,0,0,0,3,2,0,0,1,3,0,0,0,6,0,0,
6,Leander Dendoncker,32.0,be BEL,LM,27-135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,Rúben Neves,8.0,pt POR,CM,25-168,90,0,0,0,0,1,0,0,0,1,0,0,0,11,0,4,0.0
8,Matheus Nunes,27.0,pt POR,RM,24-001,90,0,0,0,1,0,0,3,0,0,0,0,0,5,2,2,50.0
9,Jonny Castro,19.0,es ESP,LB,28-178,90,0,0,0,0,2,0,3,0,1,0,0,0,5,1,2,33.3
10,Max Kilman,23.0,eng ENG,CB,25-097,90,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,60.0
11,Nathan Collins,4.0,ie IRL,CB,21-120,90,0,0,0,1,0,0,0,2,0,0,0,0,2,2,1,66.7
12,Nélson Semedo,22.0,pt POR,RB,28-285,90,1,0,0,1,2,0,1,0,3,0,0,0,5,2,0,100.0
13,José Sá,1.0,pt POR,GK,29-223,90,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0
14,14 Players,,,,,990,2,0,0,10,11,3,14,4,10,0,0,0,53,11,16,40.7
