,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Guido Carrillo,9.0,ar ARG,FW,26-275,90,0,0,0,0,0,0,0,,0,2,0,2,0,0,3,0
1,Nathan Redmond,22.0,eng ENG,"LW,LM",23-355,90,2,0,1,1,0,1,1,100.0,0,0,0,0,1,3,0,0
2,James Ward-Prowse,16.0,eng ENG,RW,23-115,67,2,1,0,2,0,0,1,0.0,1,1,0,1,0,2,1,0
3,Josh Sims,39.0,eng ENG,"RW,RM",20-333,23,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
4,Dušan Tadić,11.0,rs SRB,AM,29-096,80,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0
5,Manolo Gabbiadini,20.0,it ITA,"AM,FW",26-090,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
6,Mario Lemina,18.0,ga GAB,DM,24-176,90,4,4,1,3,0,0,0,,0,0,0,0,2,6,4,0
7,Oriol Romeu,14.0,es ESP,DM,26-153,74,3,3,2,1,0,0,1,0.0,1,2,2,0,1,4,3,0
8,Sofiane Boufal,19.0,ma MAR,"DM,AM",24-160,16,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
9,Ryan Bertrand,21.0,eng ENG,LB,28-203,90,1,1,0,1,0,0,0,,0,0,0,0,1,2,4,0
10,Wesley Hoedt,6.0,nl NED,CB,23-355,90,8,4,7,1,0,4,5,80.0,1,1,0,1,2,10,12,0
11,Jack Stephens,5.0,eng ENG,CB,24-028,90,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,6,0
12,Cédric Soares,2.0,pt POR,RB,26-177,90,3,3,2,1,0,1,1,100.0,0,1,0,1,1,4,3,0
13,Alex McCarthy,13.0,eng ENG,GK,28-083,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
14,14 Players,,,,,990,23,16,13,10,0,6,12,50.0,6,10,2,8,11,34,38,0
