,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Eddie Nketiah,30.0,eng ENG,FW,21-200,64,13,11,2,0,0,0,0,0,0,0,0,0,12,0,0
1,David Luiz,23.0,br BRA,CB,33-238,26,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
2,Pierre-Emerick Aubameyang,14.0,ga GAB,"LW,FW",31-181,90,27,27,0,0,0,0,0,0,0,0,0,0,17,0,0
3,Nicolas Pépé,19.0,ci CIV,"RW,RM",25-201,84,23,21,2,0,0,1,3,0,2,1,0,0,13,0,3
4,Cédric Soares,17.0,pt POR,RB,29-107,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Bukayo Saka,7.0,eng ENG,LM,19-102,90,32,29,3,2,0,0,5,1,0,0,0,0,20,0,2
6,Dani Ceballos,8.0,es ESP,CM,24-131,66,39,37,2,2,0,0,0,0,0,0,0,0,35,0,1
7,Joe Willock,28.0,eng ENG,CM,21-118,24,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0
8,Mohamed Elneny,25.0,eg EGY,CM,28-158,90,41,39,2,2,0,1,0,0,0,0,0,0,37,0,0
9,Ainsley Maitland-Niles,15.0,eng ENG,"RM,RB",23-109,90,51,38,13,1,0,1,1,12,0,0,0,0,37,0,2
10,Kieran Tierney,3.0,sct SCO,"CB,LB",23-194,90,40,32,7,2,0,0,1,5,0,0,0,0,29,1,0
11,Gabriel Dos Santos,6.0,br BRA,CB,22-363,61,41,40,1,1,0,1,0,0,0,0,0,0,33,0,0
12,Rob Holding,16.0,eng ENG,CB,25-087,90,37,37,0,0,0,1,0,0,0,0,0,0,31,0,0
13,Bernd Leno,1.0,de GER,GK,28-287,90,26,17,9,4,0,0,0,0,0,0,0,0,18,0,0
14,14 Players,,,,,961,377,335,41,14,0,5,11,18,2,1,0,0,287,1,8
