,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Teemu Pukki,22.0,fi FIN,FW,32-054,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0.0
1,Milot Rashica,17.0,xk KVX,LM,25-328,90,0,0,0,1,1,0,3,1,3,0,0,0,2,0,0,
2,Pierre Lees-Melou,20.0,fr FRA,CM,28-362,70,0,0,0,1,0,0,1,0,2,0,0,0,7,0,0,
3,Lukas Rupp,7.0,de GER,CM,31-134,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,Mathias Normann,16.0,no NOR,CM,25-359,90,1,0,0,2,0,0,0,0,0,0,0,0,7,1,1,50.0
5,Kieran Dowell,10.0,eng ENG,RM,24-224,60,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,50.0
6,Tony Springett,45.0,ie IRL,RM,19-242,30,1,0,0,1,2,0,1,0,0,0,0,0,0,0,3,0.0
7,Dimitris Giannoulis,30.0,gr GRE,LB,26-217,90,0,0,0,4,1,0,6,3,3,0,0,0,5,0,0,
8,Jakob Sørensen,19.0,dk DEN,CB,24-080,90,0,0,0,1,0,0,0,3,1,0,0,0,5,0,2,0.0
9,Grant Hanley,5.0,sct SCO,CB,30-183,90,0,0,0,1,0,0,0,2,1,0,0,0,2,2,1,66.7
10,Sam Byram,3.0,eng ENG,CB,28-248,35,1,0,0,1,0,0,0,2,0,0,0,0,2,0,0,
11,Christoph Zimmermann,6.0,de GER,CB,29-130,55,0,0,0,1,0,0,0,0,1,0,0,0,5,2,0,100.0
12,Max Aarons,2.0,eng ENG,RB,22-138,90,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,
13,Tim Krul,1.0,nl NED,GK,34-049,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,14 Players,,,,,990,3,0,0,13,6,0,14,11,12,0,0,0,40,6,10,37.5
