,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Nathan Redmond,11.0,eng ENG,FW,27-224,90,33,49,67.3,580,250,15,20,75.0,12,16,75.0,4,9,44.4,1,0.5,0.5,6,2,6,2,7
1,Armando Broja,18.0,al ALB,FW,20-036,80,11,21,52.4,103,2,6,11,54.5,2,3,66.7,0,0,,0,0.0,0.0,1,0,0,0,0
2,Theo Walcott,32.0,eng ENG,FW,32-214,10,3,3,100.0,20,2,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
3,Moussa Djenepo,19.0,ml MLI,LM,23-123,58,14,16,87.5,206,88,6,6,100.0,7,7,100.0,1,1,100.0,0,0.1,0.3,2,1,2,1,1
4,Stuart Armstrong,17.0,sct SCO,RM,29-200,32,11,14,78.6,151,67,6,8,75.0,5,6,83.3,0,0,,0,0.0,0.0,1,1,0,0,2
5,Oriol Romeu,6.0,es ESP,CM,30-022,90,34,41,82.9,452,128,22,22,100.0,9,11,81.8,0,4,0.0,0,0.0,0.0,0,3,0,0,3
6,Ibrahima Diallo,27.0,fr FRA,CM,22-222,90,37,44,84.1,548,123,19,24,79.2,16,17,94.1,1,2,50.0,0,0.0,0.0,0,3,0,0,4
7,Mohamed Elyounoussi,24.0,no NOR,"RM,LM",27-073,89,21,32,65.6,252,79,14,21,66.7,7,9,77.8,0,1,0.0,0,0.0,0.0,1,3,0,0,3
8,Nathan Tella,23.0,ng NGA,LM,22-103,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
9,Romain Perraud,15.0,fr FRA,LB,24-024,90,22,33,66.7,341,150,9,11,81.8,12,16,75.0,0,2,0.0,0,0.0,0.1,0,0,1,1,1
10,Mohammed Salisu,22.0,gh GHA,CB,22-182,90,33,51,64.7,720,419,12,14,85.7,15,19,78.9,6,17,35.3,0,0.1,0.0,1,6,0,0,2
11,Jan Bednarek,35.0,pl POL,CB,25-187,90,29,39,74.4,526,284,11,12,91.7,16,18,88.9,2,8,25.0,0,0.0,0.0,0,4,0,0,5
12,Valentino Livramento,21.0,eng ENG,RB,18-338,90,35,42,83.3,547,258,19,20,95.0,10,14,71.4,4,5,80.0,0,0.0,0.0,1,1,0,0,5
13,Alex McCarthy,1.0,eng ENG,GK,31-317,90,22,27,81.5,552,419,3,3,100.0,15,15,100.0,4,9,44.4,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,305,412,74.0,4998,2269,144,174,82.8,126,151,83.4,22,58,37.9,1,0.8,1.0,13,24,9,4,33
