,num,joueur
0,,Chris Gunter
1,,Mikele Leigertwood
2,,Alex Pearce
3,,Jay Tabb
4,,Jem Karacan
5,,Adrian Mariappa
6,,Jimmy Kébé
7,,Pavel Pogrebnyak
8,,Ian Harte
9,,
10,,Stuart Taylor
