,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2018-08-11,15:00 ,Premier League,Matchweek 1,Sat,Home,W,2,0,Cardiff City,2.2,1.4,63,"10,353",Andrew Surman,4-4-2,Kevin Friend,https://fbref.com/en/matches/352f5574/Bournemouth-Cardiff-City-August-11-2018-Premier-League,
1,2018-08-18,15:00 ,Premier League,Matchweek 2,Sat,Away,W,2,1,West Ham,1.3,1.2,39,"56,888",Andrew Surman,4-4-2,Stuart Attwell,https://fbref.com/en/matches/19d6b566/West-Ham-United-Bournemouth-August-18-2018-Premier-League,
2,2018-08-25,15:00 ,Premier League,Matchweek 3,Sat,Home,D,2,2,Everton,2.2,0.6,50,"10,654",Andrew Surman,4-4-2,Lee Probert,https://fbref.com/en/matches/b9a56747/Bournemouth-Everton-August-25-2018-Premier-League,
4,2018-09-01,15:00 ,Premier League,Matchweek 4,Sat,Away,L,0,2,Chelsea,0.9,1.1,28,"40,178",Simon Francis,3-4-3,Lee Mason,https://fbref.com/en/matches/95fc9c84/Chelsea-Bournemouth-September-1-2018-Premier-League,
5,2018-09-15,15:00 ,Premier League,Matchweek 5,Sat,Home,W,4,2,Leicester City,2.3,2.3,47,"10,543",Steve Cook,4-4-2,Craig Pawson,https://fbref.com/en/matches/ed9bdfa8/Bournemouth-Leicester-City-September-15-2018-Premier-League,
6,2018-09-22,15:00 ,Premier League,Matchweek 6,Sat,Away,L,0,4,Burnley,1.0,2.1,62,"18,636",Andrew Surman,4-4-2,Anthony Taylor,https://fbref.com/en/matches/7685b966/Burnley-Bournemouth-September-22-2018-Premier-League,
8,2018-10-01,20:00 ,Premier League,Matchweek 7,Mon,Home,W,2,1,Crystal Palace,1.8,0.4,45,"10,199",Simon Francis,4-4-2,Mike Dean,https://fbref.com/en/matches/82f2e66c/Bournemouth-Crystal-Palace-October-1-2018-Premier-League,
9,2018-10-06,15:00 ,Premier League,Matchweek 8,Sat,Away,W,4,0,Watford,3.2,1.0,52,"20,139",Simon Francis,4-4-2,Jonathan Moss,https://fbref.com/en/matches/c3a37856/Watford-Bournemouth-October-6-2018-Premier-League,
10,2018-10-20,15:00 ,Premier League,Matchweek 9,Sat,Home,D,0,0,Southampton,0.9,0.5,58,"10,986",Simon Francis,4-4-2,Lee Probert,https://fbref.com/en/matches/1027bc75/Bournemouth-Southampton-October-20-2018-Premier-League,
11,2018-10-27,15:00 ,Premier League,Matchweek 10,Sat,Away,W,3,0,Fulham,2.0,0.5,49,"25,071",Simon Francis,3-4-3,Andre Marriner,https://fbref.com/en/matches/51c18906/Fulham-Bournemouth-October-27-2018-Premier-League,
13,2018-11-03,12:30 ,Premier League,Matchweek 11,Sat,Home,L,1,2,Manchester Utd,1.6,3.0,49,"10,792",Simon Francis,4-4-1-1,Paul Tierney,https://fbref.com/en/matches/e14699cb/Bournemouth-Manchester-United-November-3-2018-Premier-League,
14,2018-11-10,15:00 ,Premier League,Matchweek 12,Sat,Away,L,1,2,Newcastle Utd,1.6,2.2,60,"49,266",Simon Francis,4-4-1-1,Lee Probert,https://fbref.com/en/matches/1c2533bb/Newcastle-United-Bournemouth-November-10-2018-Premier-League,
15,2018-11-25,13:30 ,Premier League,Matchweek 13,Sun,Home,L,1,2,Arsenal,0.6,1.6,42,"10,792",Simon Francis,4-4-2,Craig Pawson,https://fbref.com/en/matches/753e2ff1/Bournemouth-Arsenal-November-25-2018-Premier-League,
16,2018-12-01,15:00 ,Premier League,Matchweek 14,Sat,Away,L,1,3,Manchester City,0.6,2.6,28,"54,409",Simon Francis,5-4-1,Stuart Attwell,https://fbref.com/en/matches/f54cc2e1/Manchester-City-Bournemouth-December-1-2018-Premier-League,
17,2018-12-04,19:45 ,Premier League,Matchweek 15,Tue,Home,W,2,1,Huddersfield,0.9,1.8,33,"9,980",Simon Francis,4-4-2,Roger East,https://fbref.com/en/matches/98f1ef21/Bournemouth-Huddersfield-Town-December-4-2018-Premier-League,
