,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Ollie Watkins,11.0,eng ENG,FW,27-121,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1,Jacob Ramsey,41.0,eng ENG,LW,21-337,90,1,0,0,1,0,0,2,0.0,2,0,0,0,0,1,0,0
2,John McGinn,7.0,sct SCO,"RW,DM",28-194,90,1,1,0,0,1,0,3,0.0,3,3,0,3,0,1,0,0
3,Emi Buendía,10.0,ar ARG,AM,26-126,75,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
4,Jhon Durán,22.0,co COL,AM,19-138,15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
5,Douglas Luiz,6.0,br BRA,DM,24-356,90,4,1,2,2,0,0,2,0.0,2,0,0,0,0,4,1,0
6,Leander Dendoncker,32.0,be BEL,DM,28-015,63,1,1,1,0,0,0,0,,0,3,0,3,0,1,0,0
7,Bertrand Traoré,9.0,bf BFA,RW,27-236,27,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
8,Álex Moreno,15.0,es ESP,LB,29-326,74,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
9,Lucas Digne,27.0,fr FRA,LB,29-284,16,1,1,0,0,1,1,1,100.0,0,0,0,0,1,2,0,0
10,Tyrone Mings,5.0,eng ENG,CB,30-048,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0
11,Ezri Konsa,4.0,eng ENG,CB,25-189,90,2,2,1,1,0,2,2,100.0,0,3,2,1,0,2,1,0
12,Ashley Young,18.0,eng ENG,RB,37-295,63,3,0,2,1,0,3,4,75.0,1,0,0,0,1,4,2,0
13,Calum Chambers,16.0,eng ENG,RB,28-100,27,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
14,Emiliano Martínez,1.0,ar ARG,GK,30-240,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
15,15 Players,,,,,990,15,7,8,5,2,7,15,46.7,8,9,2,7,2,17,18,0
