,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Harry Kane,10.0,eng ENG,FW,25-093,90,19,18,1,0,0,4,1,1,0,0,0,0,13,0,0
1,Lucas Moura,27.0,br BRA,LW,26-077,80,23,22,0,0,1,0,0,0,0,0,0,0,16,1,0
2,Christian Eriksen,23.0,dk DEN,LW,26-257,10,12,10,2,1,0,0,2,0,1,1,0,0,5,0,0
3,Moussa Sissoko,17.0,fr FRA,"RW,DM",29-074,90,32,30,1,0,0,0,2,1,0,0,0,0,24,1,0
4,Érik Lamela,11.0,ar ARG,"AM,RW",26-239,90,27,27,0,0,0,0,0,0,0,0,0,0,23,0,1
5,Mousa Dembélé,19.0,be BEL,DM,31-105,74,35,33,2,0,0,0,0,0,0,0,0,0,31,0,0
6,Dele Alli,20.0,eng ENG,AM,22-201,16,18,18,0,0,0,0,1,0,0,0,0,0,10,0,2
7,Eric Dier,15.0,eng ENG,DM,24-287,66,31,28,3,3,0,0,0,0,0,0,0,0,26,0,3
8,Harry Winks,8.0,eng ENG,DM,22-269,24,26,24,1,1,0,0,1,0,0,0,0,0,23,1,0
9,Ben Davies,33.0,wls WAL,LB,25-188,90,64,52,12,1,0,0,0,11,0,0,0,0,55,0,1
10,Toby Alderweireld,4.0,be BEL,CB,29-241,90,60,57,2,2,0,1,0,0,0,0,0,0,52,1,0
11,Davinson Sánchez,6.0,co COL,CB,22-139,90,56,54,2,2,0,0,0,0,0,0,0,0,51,0,0
12,Kieran Trippier,2.0,eng ENG,RB,28-040,90,73,55,18,5,0,0,6,11,2,1,1,0,49,0,2
13,Hugo Lloris,1.0,fr FRA,GK,31-307,90,44,30,14,2,0,0,0,0,0,0,0,0,29,0,0
14,14 Players,,,,,990,520,458,58,17,1,5,13,24,3,2,1,0,407,4,9
