,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Roberto Firmino,11.0,br BRA,FW,24-317,90,0,0,0,0,4,0,0,0,2,0,1,2,1,1,0,0,0
1,Philippe Coutinho,10.0,br BRA,FW,24-063,69,2,0,0,0,3,3,0,0,0,1,0,2,0,1,0,0,0
2,Emre Can,23.0,de GER,"DF,MF",22-215,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,Sadio Mané,19.0,sn SEN,FW,24-126,90,1,0,0,0,3,1,0,0,3,6,1,2,4,0,0,0,0
4,Georginio Wijnaldum,5.0,nl NED,CM,25-277,87,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
5,Kevin Stewart,35.0,jm JAM,"DF,MF",22-342,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Jordan Henderson,14.0,eng ENG,CM,26-058,90,0,0,0,0,1,0,0,0,2,1,0,2,2,1,0,0,0
7,Adam Lallana,20.0,eng ENG,CM,28-096,75,1,1,0,0,2,1,1,0,2,0,0,0,0,1,0,0,0
8,Divock Origi,27.0,be BEL,"FW,MF",21-118,15,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9,Alberto Moreno,18.0,es ESP,LB,24-040,90,0,0,0,0,0,0,1,0,2,3,0,1,1,0,0,0,1
10,Ragnar Klavan,17.0,ee EST,CB,30-289,90,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0
11,Dejan Lovren,6.0,hr CRO,CB,27-040,90,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0
12,Nathaniel Clyne,2.0,eng ENG,RB,25-131,90,0,1,0,0,1,1,0,0,2,1,0,1,2,1,0,0,0
13,Simon Mignolet,22.0,be BEL,GK,28-161,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,4,3,0,0,16,7,3,0,17,13,3,10,13,7,0,0,1
