,num,joueur
0,,Stefan Savić
1,,David Silva
2,,Gareth Barry
3,,Pablo Zabaleta
4,,Joleon Lescott
5,,Sergio Agüero
6,,Gaël Clichy
7,,Edin Džeko
8,,Samir Nasri
9,,
10,,Costel Pantilimon
