,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Ollie Watkins,11.0,eng ENG,FW,25-028,90,32,2,3,7,22,7,32,0,0,,0,,16,109,66,4,0,4,4,1,29,9
1,Jack Grealish,10.0,eng ENG,LW,25-139,90,58,2,4,18,37,10,58,8,4,50.0,4,50.0,41,423,257,5,1,3,0,2,46,9
2,Bertrand Traoré,15.0,bf BFA,RW,25-143,82,46,1,7,15,24,5,46,5,1,20.0,4,80.0,24,169,70,3,2,2,1,0,33,2
3,Trézéguet,17.0,eg EGY,RW,26-118,8,2,0,1,0,1,0,2,0,0,,0,,1,1,0,0,0,0,0,0,1,1
4,Ross Barkley,20.0,eng ENG,AM,27-053,82,49,0,6,22,22,2,49,1,0,0.0,1,100.0,24,132,54,2,0,1,2,1,32,2
5,Anwar El Ghazi,21.0,nl NED,AM,25-269,8,10,0,0,2,8,0,10,2,0,0.0,2,100.0,5,23,6,0,0,0,0,0,9,2
6,John McGinn,7.0,sct SCO,DM,26-101,90,55,1,16,34,5,1,55,0,0,,0,,18,90,47,0,0,0,2,0,41,1
7,Douglas Luiz,6.0,br BRA,DM,22-263,88,48,0,14,30,5,1,48,1,0,0.0,1,100.0,23,119,49,0,1,0,0,2,34,1
8,Keinan Davis,39.0,eng ENG,DM,22-349,2,4,0,1,1,2,2,4,0,0,,0,,3,2,0,0,0,0,1,0,4,3
9,Matt Targett,18.0,eng ENG,LB,25-131,90,61,2,18,33,11,1,61,1,1,100.0,0,0.0,21,53,26,0,1,0,0,0,38,3
10,Tyrone Mings,5.0,eng ENG,CB,27-320,90,65,6,51,13,1,1,65,1,0,0.0,1,100.0,32,200,87,1,0,0,1,0,37,0
11,Ezri Konsa,4.0,eng ENG,CB,23-096,90,59,6,45,13,1,1,59,0,0,,0,,22,69,14,0,0,0,0,1,30,0
12,Matty Cash,2.0,pl POL,RB,23-173,90,90,6,30,36,25,1,90,1,0,0.0,1,100.0,39,230,104,3,2,0,2,1,46,3
13,Emiliano Martínez,26.0,ar ARG,GK,28-147,90,50,34,49,1,0,0,50,0,0,,0,,23,158,85,0,0,0,0,0,22,0
14,14 Players,,,,,990,629,60,245,225,164,32,629,20,6,30.0,14,70.0,292,1778,865,18,7,10,13,8,402,36
